row_index,row_name,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
2077,683,683,Taurus,191.38099670410156,-391.00299072265625,Normal,G,V,3,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:TaurianCorridor,None,None
2078,909,909,Steelton,-105.76300048828125,422.3320007324219,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:PirateCluster,None,None
2079,6078,6078,Cerignola,-328.010009765625,-286.3240051269531,Normal,G,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2080,6079,6079,Kanto,330.7799987792969,283.8110046386719,Normal,F,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2081,1442,1442,Lindenmarle,-206.19900512695312,-384.38299560546875,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2082,6081,6081,Menion,187.0189971923828,-394.4700012207031,Normal,K,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2083,2039,2039,Koulen,371.6969909667969,229.26699829101562,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
2084,1378,1378,Arluna,-281.4930114746094,333.9209899902344,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2085,1754,1754,Pinnacle,71.84300231933594,430.88800048828125,Normal,F,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DropshipGraveyard,None,None
2086,6085,6085,Santiago,400.9289855957031,173.6199951171875,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2087,748,748,New Samarkand,359.4519958496094,248.58900451660156,Normal,F,IV,0,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:RepairSystem,None,None
2088,6087,6087,Wittington,424.2019958496094,105.46499633789062,Normal,F,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2089,6088,6088,Umgard,124.33200073242188,-419.0830078125,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2090,1235,1235,Huntington,-395.4830017089844,-186.677001953125,Normal,G,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2091,1197,1197,Cruz Alta,-436.9150085449219,20.631999969482422,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2092,1911,1911,Atreus Prime,227.71200561523438,-373.5589904785156,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:TaurianCorridor,None,None
2093,834,834,Skallevoll,37.29399871826172,435.92401123046875,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DropshipGraveyard,None,None
2094,6093,6093,Mechdur,112.41999816894531,-423.3450012207031,Normal,K,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2095,1387,1387,Jesenice,-266.8609924316406,347.4230041503906,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2096,2086,2086,Defiance,424.9530029296875,-106.59300231933594,Normal,G,V,0,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2097,1271,1271,Krung Thep,-369.6059875488281,235.44000244140625,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2098,1326,1326,Ewanrigg,-330.8599853515625,287.3999938964844,Normal,M,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2099,6098,6098,Panzyr,86.77100372314453,-429.61700439453125,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2100,1294,1294,Nouasseur,-351.2699890136719,262.3210144042969,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2101,1119,1119,Early Dawn,-92.96900177001953,-428.57501220703125,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2102,2022,2022,Monywa,348.9599914550781,265.6809997558594,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2103,6102,6102,Joppa,-27.018999099731445,-437.7969970703125,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2104,1251,1251,Champadanga,-381.8059997558594,216.31399536132812,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2105,6104,6104,Ina,199.01400756835938,-391.1059875488281,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2106,6105,6105,Medron,424.1570129394531,114.41999816894531,Normal,G,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2107,6106,6106,Kitopler,-427.8330078125,100.08399963378906,Normal,M,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2108,1945,1945,Macksburg,276.32598876953125,341.6830139160156,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2109,2095,2095,Weldon,429.60101318359375,-92.84600067138672,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2110,1035,1035,Tancredi,429.6109924316406,93.5270004272461,Normal,G,V,5,Normal,Zenith,Unspecified,H_2Plus,ÿ,MWFactionAsset:OutworldsBorder,/Game/Campaign/CampaignArcs/Regions/EndgameClusters/15_1.15,None
2111,1501,1501,Adherlwin,-134.3040008544922,-418.6820068359375,Normal,F,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2112,4,4,Pike,20.152999877929688,39.2400016784668,Normal,K,IV,9,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:CareerCluster,/Game/DLC1/CareerMode/Warzones/K_13_14/K_13_14.K_13,None
2113,101,101,Menkent,-38.28900146484375,22.951000213623047,Normal,K,IV,0,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:AgriculturalBelt,None,None
2114,893,893,Star's End (Novo Cressidas),-83.24400329589844,432.15399169921875,Normal,M,V,5,Normal,None,Unspecified,H_2Plus,ÿ,,None,None
2115,1206,1206,Coldbrook,-421.85101318359375,126.35800170898438,Normal,G,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2116,1788,1788,Constance,100.03099822998047,429.0509948730469,Normal,F,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,/Game/DLC1/CareerMode/IndustrialHubs/IndustrialHubs_Meshes/RepairSystem_37.RepairSystem,/Game/DLC1/CareerMode/IndustrialHubs/IndustrialHubs_Meshes/RepairSystem_37.RepairSystem
2117,6116,6116,Melk,-386.2099914550781,-213.07200622558594,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2118,1451,1451,Royal Foxx,-196.30599975585938,-395.37701416015625,Normal,G,V,1,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2119,1218,1218,Hazeldean,-409.26300048828125,-165.4669952392578,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2120,6119,6119,Megaris,196.13699340820312,-395.6510009765625,Normal,M,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2121,1042,1042,Weippe,317.4200134277344,-307.10699462890625,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2122,1398,1398,Pangkalan,-249.28799438476562,364.9729919433594,Normal,G,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2123,6122,6122,Victralla,280.26800537109375,-342.09698486328125,Normal,F,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2124,2051,2051,Zalaf,388.24798583984375,212.1790008544922,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:OutworldsBorder,None,None
2125,1912,1912,Chupadero,227.98899841308594,379.4150085449219,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:StoryCluster7,/Game/Campaign/CampaignArcs/Regions/StoryCluster_07/StoryCluster_7_STM.StoryCluster_7_STM,None
2126,1208,1208,Sapienza,-418.47900390625,145.22799682617188,Normal,M,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2127,6126,6126,Zacatecoluca,385.87701416015625,-217.76800537109375,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2128,1198,1198,Karkkila,-433.7430114746094,90.68599700927734,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2129,1221,1221,Alekseyevka,-403.5039978027344,183.74099731445312,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2130,1053,1053,Warren,298.03399658203125,-328.3169860839844,Normal,M,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:TaurianCorridor,None,None
2131,1115,1115,Zorn's Keep,-428.8489990234375,-112.78800201416016,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2132,1408,1408,Kolovraty,-241.16299438476562,372.1820068359375,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2133,6132,6132,Renren,-177.37600708007812,407.0840148925781,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2134,1116,1116,Himmels (Baltazar III (2864+)),-440.09100341796875,-59.547000885009766,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2135,2001,2001,Songgang,327.75799560546875,-299.6719970703125,Normal,M,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2136,1983,1983,Ningxia,314.8739929199219,313.33599853515625,Normal,K,V,0,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2137,942,942,Hyalite,268.8240051269531,-354.18701171875,Normal,A,IV,4,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:TaurianCorridor,None,None
2138,1399,1399,Marantha,-248.4149932861328,-368.9930114746094,Normal,K,V,5,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
2139,903,903,Renfield,222.8209991455078,-385.1759948730469,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:TaurianCorridor,None,None
2140,1839,1839,Rockland,149.91600036621094,419.23199462890625,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
2141,2070,2070,Waimalu,408.14300537109375,-178.45199584960938,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2142,723,723,Holmsbu,57.67399978637695,441.9119873046875,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DropshipGraveyard,None,None
2143,2030,2030,Macintosh,358.5140075683594,-264.97900390625,Normal,M,V,9,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:CareerCluster,None,None
2144,2105,2105,Brookeland,440.2040100097656,70.52300262451172,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MercenaryRow,None,None
2145,1468,1468,Megarez,-172.34100341796875,-411.2080078125,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2146,1264,1264,Niangol,-374.2749938964844,242.93600463867188,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2147,1305,1305,Millerton,-343.25,285.3290100097656,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2148,1812,1812,Idlewind,123.552001953125,429.0509948730469,Normal,M,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
2149,875,875,Toland,-115.77300262451172,431.3819885253906,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:PirateCluster,None,None
2150,1887,1887,Virentofta,199.03799438476562,400.10198974609375,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2151,6150,6150,Nightwish,-446.8949890136719,4.260000228881836,Normal,F,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2152,6151,6151,Seuta Bimyeong,266.0899963378906,359.23199462890625,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2153,6152,6152,Bonavista,-51.61399841308594,-444.2460021972656,Normal,None,,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2154,2028,2028,Gambarare,357.2349853515625,-269.94000244140625,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2155,6154,6154,Mangzhangdian,111.94000244140625,-433.6809997558594,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2156,6155,6155,Nuncavoy,44.25600051879883,-445.9079895019531,Normal,None,,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2157,6156,6156,Vereeniging,417.3299865722656,-163.87100219726562,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2158,1369,1369,Inarcs,-295.17999267578125,337.5429992675781,Normal,K,III,9,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
2159,6158,6158,Girondas,152.91799926757812,-421.6759948730469,Normal,K,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2160,6159,6159,Alloway,-9.612000465393066,-448.5950012207031,Normal,None,,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2161,6160,6160,Mandalas,66.78099822998047,-443.7969970703125,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2162,6161,6161,Quimper (Chirac (3130+)),380.41900634765625,-239.33299255371094,Normal,M,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2163,882,882,Thimphu,346.6300048828125,286.364990234375,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2164,1899,1899,Stapelfeld,218.1580047607422,393.156005859375,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2165,6164,6164,Centavido,257.7239990234375,-368.72698974609375,Normal,K,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2166,93,93,Lyons,-23.010000228881836,38.72700119018555,Normal,F,V,8,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:CareerCluster,None,None
2167,897,897,As Samik,346.8890075683594,-286.69000244140625,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2168,2115,2115,Adrian,449.2539978027344,28.1299991607666,Normal,M,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2169,2113,2113,Tsamma,447.9639892578125,-44.76900100708008,Normal,K,VII,2,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2170,884,884,Linneus,450.2850036621094,-8.057000160217285,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2171,883,883,Panpour,342.49700927734375,-292.43798828125,Normal,M,III,0,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2172,1124,1124,Illiushin,211.927001953125,-397.510009765625,Normal,M,V,6,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2173,6172,6172,Smithon,126.4990005493164,-432.6700134277344,Normal,M,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2174,831,831,Killarney,402.2040100097656,-203.7310028076172,Normal,M,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2175,1224,1224,Landfall,-403.31298828125,-201.6439971923828,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2176,2110,2110,De Berry,446.6659851074219,62.50199890136719,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MercenaryRow,None,None
2177,2117,2117,Greeley,449.2539978027344,40.27299880981445,Normal,K,V,5,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:MercenaryRow,None,None
2178,1239,1239,Lahti,-392.4129943847656,-223.15199279785156,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2179,672,672,Apollo,-129.64100646972656,432.4580078125,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:PirateCluster,None,None
2180,986,986,Palmyra,450.79998779296875,-25.89299964904785,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2181,6180,6180,Stettin,-341.97601318359375,-294.9809875488281,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2182,1316,1316,Strandfontein,-335.0260009765625,302.9119873046875,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2183,2055,2055,Ramgarh,391.8659973144531,224.843994140625,Normal,F,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:OutworldsBorder,None,None
2184,6183,6183,Baggville (Sardinas (3152+)),-308.2099914550781,330.4330139160156,Normal,F,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2185,2119,2119,Protection,451.8429870605469,5.381999969482422,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2186,1112,1112,Thadora's Land,-442.8399963378906,-90.99299621582031,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2187,6186,6186,Itrom,92.45899963378906,-442.6830139160156,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2188,1190,1190,Enders Cluster,-447.2229919433594,69.22699737548828,Cluster,F,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
2189,1085,1085,Detroit,19.149999618530273,-452.5509948730469,Normal,G,V,1,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2190,2096,2096,Alegro,429.84100341796875,144.6179962158203,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:OutworldsBorder,None,None
2191,1942,1942,Amber Grove,272.8789978027344,-362.3940124511719,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:TaurianCorridor,None,None
2192,1205,1205,Pocologan,-422.1470031738281,166.16200256347656,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2193,1873,1873,Flaum,182.35000610351562,-415.47198486328125,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2194,6193,6193,Sartu (Bastille (3130+)),297.2149963378906,-342.8330078125,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2195,1502,1502,Lockton,-134.3040008544922,-433.4129943847656,Normal,A,IV,3,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2196,1848,1848,Aea,156.052001953125,-426.1650085449219,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2197,2101,2101,Dothan,433.7349853515625,-134.2449951171875,Normal,G,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2198,6197,6197,Erdvynn,-453.5570068359375,-21.34600067138672,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2199,6198,6198,Iron Land,-88.31400299072266,445.5459899902344,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2200,2114,2114,Vicente,448.99700927734375,-69.84400177001953,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2201,845,845,Bluford,447.44000244140625,-80.18199920654297,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2202,971,971,Somerset,-159.48199462890625,425.6929931640625,Normal,K,V,5,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:PirateCluster,None,None
2203,1419,1419,Newtown Square,-228.26800537109375,393.12298583984375,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2204,788,788,Chirala,385.6619873046875,240.87100219726562,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,/Game/Campaign/CampaignArcs/Regions/EndgameClusters/30_Collision.30_Collision,/Game/Campaign/CampaignArcs/Regions/EndgameClusters/Safezone_30.Safezone
2205,1928,1928,Lonaconing,257.97100830078125,374.510009765625,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:StoryCluster10,None,None
2206,6205,6205,Hanseta,287.7019958496094,-352.3110046386719,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2207,1971,1971,Espakeh,301.9110107421875,341.6830139160156,Normal,F,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2208,1279,1279,Tainjin,-365.0480041503906,273.4410095214844,Normal,F,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2209,1040,1040,New Abilene,-71.64199829101562,-450.5639953613281,Normal,K,V,2,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
2210,1259,1259,Qanatir,-377.13800048828125,256.89898681640625,Normal,M,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2211,6210,6210,Glabach,108.8239974975586,443.2539978027344,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2212,6211,6211,Choex,-454.406005859375,-44.64899826049805,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2213,1898,1898,Camadeierre,217.72999572753906,-401.5010070800781,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2214,1385,1385,Hood,-269.1130065917969,369.3380126953125,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2215,1216,1216,Amminadav,-411.2449951171875,199.51499938964844,Normal,M,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2216,2111,2111,Kettering,446.6719970703125,-97.51699829101562,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2217,2107,2107,Kinkaid,440.5459899902344,122.48600006103516,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:OutworldsBorder,None,None
2218,1074,1074,Niops,-374.01300048828125,-263.1730041503906,Normal,M,V,5,Normal,None,Unspecified,H_0,ÿ,,None,None
2219,2097,2097,Baxley,432.1960144042969,-150.00999450683594,Normal,K,IV,5,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2220,6219,6219,Nobel,-166.40499877929688,-426.65399169921875,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2221,6220,6220,New Ceylon,148.30599975585938,433.5690002441406,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2222,6221,6221,Andelys,455.0429992675781,-58.51900100708008,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2223,6222,6222,Calvados,-459.05499267578125,-6.629000186920166,Normal,G,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2224,6223,6223,Montsegur,-253.08700561523438,383.1319885253906,Normal,M,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2225,1548,1548,Brixtana,-91.6510009765625,-450.12200927734375,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2226,1193,1193,Halifax,-440.9800109863281,128.94400024414062,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2227,940,940,Barcelona,-204.77999877929688,411.4679870605469,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2228,1879,1879,Burton,185.4340057373047,-420.7349853515625,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2229,73,73,Sheratan,40.84000015258789,-21.506000518798828,Normal,K,V,5,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:CareerCluster,None,None
2230,6229,6229,Haddings,-44.03300094604492,13.932999610900879,Normal,G,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2231,27,27,Hall,-13.961000442504883,-44.250999450683594,Normal,K,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2232,6231,6231,Stirling,-424.17498779296875,179.2429962158203,Normal,M,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2233,1418,1418,Tarol,-229.5050048828125,-399.3340148925781,Normal,F,V,7,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
2234,1188,1188,New India,-458.31298828125,47.516998291015625,Normal,M,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2235,2112,2112,Perdido,446.6659851074219,-113.23600006103516,Normal,G,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2236,1109,1109,Maximillian,-443.0690002441406,-126.78199768066406,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2237,1364,1364,Winter,-299.3330078125,350.4620056152344,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2238,6237,6237,Tyrlon,115.75199890136719,-446.4649963378906,Normal,G,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2239,6238,6238,New Ålbor�,-112.26200103759766,447.5409851074219,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2240,2014,2014,Linqing,341.72601318359375,310.3999938964844,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2241,1863,1863,Schwartz,176.29100036621094,426.72198486328125,Normal,M,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2242,1195,1195,Wiltshire,-439.1960144042969,143.15699768066406,Normal,F,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2243,1222,1222,Qurayyat,-403.5039978027344,225.1020050048828,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2244,6243,6243,Apinzel,-447.89300537109375,113.68499755859375,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2245,1057,1057,Haynesville,455.20098876953125,79.5719985961914,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
2246,950,950,Tentativa,349.73199462890625,-302.25,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2247,905,905,Basantapur,364.47100830078125,-284.4100036621094,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
2248,1144,1144,Dante,427.8599853515625,175.1219940185547,Normal,K,V,4,Normal,Zenith,Unspecified,H_1Plus,ÿ,MWFactionAsset:OutworldsBorder,None,None
2249,6248,6248,Sacromonte,57.38199996948242,-458.7650146484375,Normal,None,,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2250,1029,1029,Pierce,343.010986328125,-310.47698974609375,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2251,1347,1347,Trentham,-310.74200439453125,342.9739990234375,Normal,M,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2252,916,916,Bensinger,-128.7570037841797,444.5639953613281,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:PirateCluster,None,None
2253,1189,1189,Hinckley,-452.37701416015625,98.7030029296875,Normal,M,V,5,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:AlarionPeriphery,None,None
2254,6253,6253,Revel,-400.9129943847656,-232.13400268554688,Normal,F,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2255,6254,6254,Tiruchchirappalli,385.114990234375,-257.9219970703125,Normal,F,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2256,6255,6255,Milvano,-463.10101318359375,20.388999938964844,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
2257,1075,1075,Bone-Norman,-185.36000061035156,424.9230041503906,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
