---,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
1974,1974,Paulding,308.000000,-101.500000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1975,1975,Colchester,308.000000,-14.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1976,1976,Potwin,310.000000,-20.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1977,1977,Leipsic,311.000000,-106.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1978,1978,Leyland,311.000000,396.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1979,1979,Grossbach,313.000000,-370.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1980,1980,Tegaldanas,313.000000,-282.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1981,1981,Gant,314.000000,-464.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1982,1982,Nadrin,316.000000,154.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1983,1983,Ningxia,318.000000,316.000000,Normal,K,V,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1984,1984,Charity,318.000000,266.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1985,1985,Lexington,318.000000,-23.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
1986,1986,Reisterstown,318.000000,-150.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1987,1987,Udibi,319.000000,70.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1988,1988,Kotzebue,319.000000,-208.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1989,1989,Newton,320.000000,-31.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1990,1990,Cassias,320.000000,80.000000,Normal,M,Ia,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
1991,1991,Qandahar,321.000000,361.000000,Normal,G,IV,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1993,1993,Nunivak,325.000000,-190.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1994,1994,Algate,326.000000,381.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1995,1995,Hartshill,326.000000,411.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_29"")",None,None
1996,1996,Logan's Land,325.000000,-361.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1997,1997,Sun Prairie,328.000000,29.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
1998,1998,Slaithwaite,329.000000,396.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1999,1999,Delitzsch,329.000000,148.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_25"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone6_Collision.Safezone6_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone6.Safezone6
2000,2000,Brailsford,330.000000,388.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2001,2001,Songgang,330.000000,-302.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2002,2002,Bellevue,331.000000,-58.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2003,2003,McGehee,333.000000,76.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2004,2004,Norman's World,333.000000,-357.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
2005,2005,Hecheng,335.000000,-268.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2006,2006,Chorley,336.000000,383.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2007,2007,Altdorf,336.000000,120.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2008,2008,Belaire,337.000000,-277.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2009,2009,Choudrant,339.000000,57.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_6"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_3_Blob.Safezone_3_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_3.Safezone_3
2010,2010,Salford,342.000000,407.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2011,2011,Celentaro,343.000000,-352.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
2012,2012,Capra,343.000000,107.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2013,2013,Macomb,344.000000,-20.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2014,2014,Linqing,345.000000,313.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2015,2015,Dicallus,345.000000,-376.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2016,2016,Sparrevohn,347.000000,-190.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2017,2017,Damevang,348.000000,65.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
2018,2018,Senorbi,348.000000,151.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2019,2019,Waldheim,349.000000,131.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_25"")",None,None
2020,2020,Kamarod,349.000000,363.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2021,2021,Quincy,350.000000,-34.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2022,2022,Monywa,352.000000,268.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2023,2023,Abiy Adi,352.000000,317.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2024,2024,Euclid,352.000000,-71.000000,Normal,K,V,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2025,2025,Cambiano,354.000000,-244.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2026,2026,Necedah,357.000000,-8.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",/Game/Campaign/CampaignArcs/Regions/4_1/4_1_Mesh.4_1_Mesh,None
2027,2027,Brihuega,358.000000,394.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2028,2028,Gambarare,360.000000,-272.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2029,2029,Colia,360.000000,67.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_6"")",None,None
2030,2030,Macintosh,362.000000,-267.000000,Normal,M,V,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2031,2031,Micros,365.000000,-437.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2032,2032,Ad Duwayd,365.000000,378.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2033,2033,Cimeron,366.000000,85.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2034,2034,Point Barrow,366.000000,-131.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2035,2035,Multan,367.000000,332.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2036,2036,Melcher,370.000000,39.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2037,2037,Nowhere,372.000000,406.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2038,2038,Tatlawiksuk,375.000000,-192.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2039,2039,Koulen,375.000000,231.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_30"")",None,None
2040,2040,Korramabad,376.000000,367.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2041,2041,Pusht-i-rud,376.000000,352.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2042,2042,Verdigreis,376.000000,-333.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2043,2043,Keytesville,378.000000,-31.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
2044,2044,Huaide,380.000000,289.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2045,2045,Soul,381.000000,281.000000,Normal,M,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2046,2046,Orkney (TC),382.000000,-403.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2047,2047,Althea's Choice,383.000000,-343.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2048,2048,Abagnar,383.000000,317.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2049,2049,Sinope,386.000000,197.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2050,2050,Birmensdorf,386.000000,-273.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2051,2051,Zalaf,391.000000,214.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2052,2052,Agliana,393.000000,-292.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2053,2053,Hongor,393.000000,317.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2054,2054,Andalusia,395.000000,-110.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2055,2055,Ramgarh,395.000000,227.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2056,2056,Meinrad,396.000000,-86.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2057,2057,Latexo,396.000000,81.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2058,2058,Mansfield,398.000000,-63.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2059,2059,Bonneau,400.000000,-167.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2060,2060,Estuan,400.000000,-309.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2061,2061,Niles,402.000000,121.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2062,2062,Ottumwa,403.500000,35.500000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2063,2063,Junior,403.000000,1.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2064,2064,Monroe,407.000000,-45.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2065,2065,Brundage,407.000000,50.000000,Normal,G,III,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2066,2066,Mayetta,409.000000,7.000000,Normal,F,II,7,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2067,2067,Neukirchen,410.000000,-249.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2068,2068,Niquinohomo,411.000000,-229.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2069,2069,Land's End,411.000000,323.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2070,2070,Waimalu,412.000000,-180.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2071,2071,Charleston,413.000000,-393.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2073,2073,Anguilla,415.000000,80.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2074,2074,Cerulean,416.000000,-81.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2075,2075,Kokpekty,416.000000,305.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2077,2077,Sullivan,417.000000,-31.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_2"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_2_Blob.Safezone_2_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_2.Safezone_2
2078,2078,Princton,417.000000,27.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2079,2079,Sturgis,420.000000,69.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",/Game/Campaign/CampaignArcs/Regions/3_1/3_1_Mesh.3_1_Mesh,None
2080,2080,Carvajal,421.000000,-439.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2081,2081,Rezak's Hole,422.000000,342.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2082,2082,Suianheer,423.000000,249.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2083,2083,Armington,424.000000,-306.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2084,2084,Sylvan,427.000000,3.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2085,2085,Lihue,428.000000,-200.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2086,2086,Defiance,428.000000,-107.000000,Normal,G,V,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2087,2087,Pirate's Haven,428.000000,-353.000000,Cluster,None,,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2088,2088,Waipahu,430.000000,-190.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2089,2089,Mokane,431.000000,-23.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2090,2090,Csomad,431.000000,-295.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2091,2091,Tyrrhenia,432.000000,-492.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2092,2092,Lyceum,432.000000,77.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2093,2093,Enif,433.000000,291.000000,Normal,F,V,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2094,2094,Pascagoula,433.000000,58.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2095,2095,Weldon,433.000000,-94.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2096,2096,Alegro,433.000000,146.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2097,2097,Baxley,436.000000,-151.000000,Normal,K,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2098,2098,Hickok,436.000000,-5.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2100,2100,St. Robert,437.000000,-32.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
2101,2101,Dothan,437.000000,-135.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2102,2102,Sabanillas,437.000000,-178.000000,Normal,A,III,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2103,2103,Brasha,440.000000,196.000000,Normal,G,V,4,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2104,2104,Dindatari,442.000000,161.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2105,2105,Brookeland,444.000000,71.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2106,2106,Fuveau,444.000000,-235.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2107,2107,Kinkaid,444.000000,124.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2108,2108,Morthac,446.000000,176.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2109,2109,Belle Isle,449.000000,-455.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2110,2110,De Berry,450.000000,63.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2111,2111,Kettering,450.000000,-98.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2112,2112,Perdido,450.000000,-114.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2113,2113,Tsamma,452.000000,-45.000000,Normal,K,VII,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2114,2114,Vicente,453.000000,-70.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2115,2115,Adrian,453.000000,28.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2116,2116,Baranda,453.000000,-261.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2117,2117,Greeley,453.000000,41.000000,Normal,K,V,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:MercenaryRow"")",None,None
2118,2118,Milligan's World,454.000000,219.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2119,2119,Protection,456.000000,5.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2120,2120,Crestoblus,456.000000,104.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2121,2121,Redondo,458.000000,-215.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2122,2122,Calish,461.000000,162.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
2123,2123,Hephzibah,461.000000,-169.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2124,2124,Xenia,461.000000,-90.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2125,2125,Colchis,462.000000,-502.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2126,2126,Eustatius,462.000000,-200.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2127,2127,Shubuta,464.000000,-124.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2128,2128,Molino,464.000000,-136.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2129,2129,Hoonaar,464.000000,-267.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2130,2130,Chanute,468.000000,24.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2131,2131,Broaddus,469.000000,56.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2132,2132,Dneiper,469.000000,246.000000,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2133,2133,Gronholt,470.000000,-263.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2134,2134,Vackisujfalu,470.000000,-289.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2135,2135,Quiberas,472.000000,175.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2136,2136,Nagel,475.000000,6.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2137,2137,Minette,476.000000,-111.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2138,2138,Mejicanos,476.000000,-183.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2139,2139,Adelson,477.000000,-247.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2140,2140,Prinis Prime,477.000000,235.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2141,2141,Benedict,477.000000,-12.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2142,2142,Rushaven,478.000000,213.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2143,2143,Milligan,479.000000,39.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2144,2144,Vandalia,482.000000,-67.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2145,2145,Pajarito,484.000000,78.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
2146,2146,Mitchella,485.000000,143.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2147,2147,Davisville,485.000000,-28.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2148,2148,Jaboatao,485.000000,-214.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2149,2149,Quatre Belle,485.000000,158.000000,Normal,F,IV,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2150,2150,Risin,488.000000,228.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2151,2151,Erod's Escape,488.000000,-506.000000,Normal,G,V,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2152,2152,Symsonia,491.000000,-96.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2153,2153,Hortense,492.000000,-146.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2154,2154,Coraines,494.000000,198.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2155,2155,Ramora,495.000000,100.000000,Normal,G,V,3,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
2156,2156,Sodertalje,498.000000,-237.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2157,2157,Banori,498.000000,125.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2158,2158,Des Arc,501.000000,-84.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2159,2159,Jordan Wais,501.000000,179.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2160,2160,Marknick,503.000000,-487.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2161,2161,Gillingham,505.000000,-213.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2162,2162,Woodbine,508.000000,24.000000,Normal,G,III,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2163,2163,Hoyleton,510.000000,-52.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2164,2164,Alta Vista,511.000000,13.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2165,2165,Filtvelt,511.000000,-183.000000,Normal,G,III,5,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
2166,2166,Kirbyville,511.000000,52.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2167,2167,Mishkadrill,514.000000,87.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2168,2168,Gaul,518.000000,-492.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2169,2169,Mermentau,526.000000,-40.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2170,2170,Cogdell,526.000000,-143.000000,Normal,G,V,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2171,2171,Crofton,527.000000,-79.000000,Normal,F,V,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
2172,2172,Sterlington,529.000000,54.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2173,2173,Kountze,529.000000,27.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
2174,2174,Stratford,531.000000,39.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
